number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
163,105,0.1625,975,375,0.0170842,63920,4597.240269,4601.275264,4094.053812,3427.622465,2954.027775,122.4856897,262.181622,393.4496411,506.2327518,601.0353555
164,105,0.1625,975,487.5,0.0171149,64035.88235,5019.076515,5047.090605,4491.956511,3762.12418,3266.043557,132.8711879,285.8321276,429.8651424,553.6025359,657.9301103
165,105,0.1625,975,600,0.0169683,64080.58824,5416.081543,5480.075264,4890.320074,4097.079665,3550.617731,142.7533532,308.3929072,465.0203799,599.7772594,713.3129445
166,105,0.1625,1312.5,150,0.0135176,63108.23529,4519.009517,4601.142698,4160.990934,3582.06254,3247.865829,118.9044272,257.4918082,389.7501396,505.7634979,607.1212088
167,105,0.1625,1312.5,262.5,0.0139985,63335.29412,4949.666026,5046.480519,4571.486308,3919.972541,3487.228363,129.9783124,281.8441438,427.0490565,554.3681267,664.4351049
168,105,0.1625,1312.5,375,0.0142309,63392.35294,5350.518577,5486.562642,4978.954415,4258.728173,3756.918192,140.0436271,304.747769,462.8008627,601.3588537,720.5087157
169,105,0.1625,1312.5,487.5,0.0142638,63347.05882,5740.890079,5907.403634,5367.453188,4602.133659,4092.539962,149.6327981,326.7247325,497.0123761,646.5182328,775.6976538
170,105,0.1625,1312.5,600,0.0141808,63274.70588,6105.063135,6316.893472,5763.624427,4914.866642,4240.230757,158.5527969,347.3819078,529.9154115,690.2444861,826.5486291
171,105,0.1625,1650,150,0.0116459,62698.82353,5265.142116,5469.842615,5040.930002,4386.1022,3913.057129,136.839899,299.9583251,458.6943248,600.1549735,723.6782842
172,105,0.1625,1650,262.5,0.0120158,62749.41176,5662.684805,5909.106591,5444.873672,4722.587746,4194.850512,146.540666,322.4599258,493.9805144,646.571816,779.2812659
173,105,0.1625,1650,375,0.0121795,62746.47059,6041.011479,6316.914821,5839.524462,5045.443834,4371.27637,155.9809147,343.7787977,527.4628669,690.9833627,831.3886285
174,105,0.1625,1650,487.5,0.01221,62601.76471,6412.139321,6709.585839,6204.421381,5376.283041,4704.807914,165.073187,364.5051382,559.6222276,733.5406823,883.7658423
175,105,0.1625,1650,600,0.0121558,62412.94118,6751.897663,7101.581084,6597.396244,5710.402032,4911.657338,173.416051,383.9417265,590.9722334,775.9574074,934.4788505
176,105,0.275,300,150,0.0229089,66162.35294,1580.533731,1487.520383,1265.075221,1027.101535,887.502618,44.83448434,91.32125469,132.7913892,167.0704827,195.401229
177,105,0.275,300,262.5,0.0256659,66743.52941,2141.966787,1990.758149,1659.834931,1332.56547,1192.318101,60.67960204,123.348973,178.3279452,222.9756064,260.1520943
178,105,0.275,300,375,0.026623,66931.76471,2668.609873,2482.291295,2064.068646,1644.506163,1454.168086,75.15312035,153.2846033,221.7715573,277.1153237,322.7341711
179,105,0.275,300,487.5,0.0267057,66828.23529,3172.674346,2970.471343,2471.519062,1956.933506,1707.830683,88.51966272,181.7601163,263.7804505,329.8949272,383.8512882
180,105,0.275,300,600,0.0263169,66588.23529,3643.883223,3446.247833,2889.295133,2271.739557,1892.295537,100.9748306,208.5984828,304.1565275,381.350162,442.8420165
181,105,0.275,637.5,150,0.0152586,64936.47059,2328.660267,2309.755653,2060.566371,1763.108424,1599.397812,63.32076698,133.7002375,199.6032595,256.8515331,306.7272384
182,105,0.275,637.5,262.5,0.0175139,65529.41176,2857.229025,2816.893655,2485.02122,2078.566346,1814.483661,77.91743763,164.0293138,244.0156863,312.3847626,370.1533889
183,105,0.275,637.5,375,0.0186592,65232.94118,3356.836385,3303.40631,2896.672855,2401.957038,2084.579875,91.25587172,192.3744219,285.9272165,365.2949695,431.8180253
184,105,0.275,637.5,487.5,0.0191821,65458.82353,3830.771571,3776.237871,3306.059946,2723.198365,2330.613699,103.6884807,219.2114336,326.1063108,416.4481938,491.4009818
185,105,0.275,637.5,600,0.0192672,65654.11765,4277.126194,4238.141802,3718.630274,3057.115124,2592.119864,115.1392484,244.4927405,364.6224851,466.1905208,550.0145915
186,105,0.275,975,150,0.0116258,62602.35294,3012.534157,3080.672601,2820.125955,2466.547592,2255.590885,79.98532663,172.4997074,261.5388317,340.7769475,410.9579037
187,105,0.275,975,262.5,0.0133072,63364.70588,3518.431595,3575.606288,3243.390363,2806.32911,2548.96782,93.56454527,201.3042716,304.2070163,394.85924,474.3837623
188,105,0.275,975,375,0.0142783,63003.52941,3991.428208,4052.809315,3659.52279,3138.394633,2816.250847,105.9863994,228.1951639,344.608282,446.4881149,534.9018036
189,105,0.275,975,487.5,0.0148244,63285.29412,4440.796774,4505.697892,4068.0649,3484.454462,3111.423246,117.607322,253.5067731,382.9238544,496.1308926,594.0969144
190,105,0.275,975,600,0.0150705,63463.52941,4865.087517,4945.712189,4480.360827,3825.059436,3335.83402,128.555609,277.5275772,419.83858,544.4497266,651.002906
191,105,0.275,1312.5,150,0.0094671,61558.82353,3655.180979,3814.234215,3539.549005,3140.655864,2927.085309,95.24369314,208.7561803,319.7603616,419.8870413,510.0529393
192,105,0.275,1312.5,262.5,0.0107477,62118.23529,4132.319805,4292.932293,3973.697589,3484.559512,3135.461883,107.9905644,235.9563936,360.76803,472.6792152,571.2420052
193,105,0.275,1312.5,375,0.0115513,62512.94118,4585.702655,4746.585644,4383.853183,3838.158756,3450.155847,119.9154775,261.6346575,399.4744617,522.8362289,631.3409023
194,105,0.275,1312.5,487.5,0.0120539,62631.17647,5007.220945,5188.734025,4791.645205,4181.1357,3722.386724,130.7595821,285.601888,436.2976047,570.9663934,688.6833519
195,105,0.275,1312.5,600,0.0123228,62704.11765,5409.087918,5628.044786,5185.848271,4509.897194,4027.590378,140.5686107,308.3127333,471.6397641,617.1260841,744.1700386
196,105,0.275,1650,150,0.00801267,61807.05882,4261.482283,4501.588743,4257.706195,3807.203337,3427.448864,109.8432819,242.8460307,375.0987165,496.2421994,604.2384006
197,105,0.275,1650,262.5,0.00901597,62378.82353,4713.950489,4974.8459,4661.40581,4150.684468,3819.73612,121.4514275,268.6905299,414.1988264,546.4020659,665.0376243
198,105,0.275,1650,375,0.00967776,62033.52941,5144.44984,5423.929864,5064.783628,4508.168709,4195.24268,132.3080152,292.9817234,451.3575445,594.8940543,724.2845559
199,105,0.275,1650,487.5,0.0101068,62020,5549.964601,5850.013955,5460.605709,4851.771023,4493.541055,142.5911539,315.9020152,486.6974152,641.3440934,780.3097238
200,105,0.275,1650,600,0.0103636,61931.76471,5914.686979,6266.825264,5880.856985,5194.390052,4645.032378,152.029721,337.1446809,520.6581712,686.9911135,833.6926669
201,105,0.3875,300,150,0.0208449,65404.70588,1418.457247,1352.407153,1167.873195,976.1961323,888.7167274,39.9683027,81.96665431,119.9278932,151.9676149,179.5416377
202,105,0.3875,300,262.5,0.0243429,66327.05882,1980.087885,1860.789629,1581.055988,1272.565858,1066.998137,56.25542675,114.4342765,166.2984506,209.0100709,243.6816262
203,105,0.3875,300,375,0.0257108,66600,2517.770981,2359.157395,1985.427933,1585.852618,1349.701477,71.02948326,144.9577861,210.4277682,263.8250036,307.2131671
204,105,0.3875,300,487.5,0.0260585,66600,3026.255946,2845.781152,2390.369907,1902.347901,1624.040821,84.68575702,173.7565617,252.6832617,316.8526486,368.9212851
205,105,0.3875,300,600,0.0258188,66995.29412,3508.424362,3321.364469,2801.421311,2224.614504,1866.963662,97.39608733,201.0201525,293.3491228,368.5367946,429.0175527
206,105,0.3875,637.5,150,0.0128923,61223.52941,1985.833332,2008.401957,1832.78578,1609.950964,1490.863674,53.61855878,114.2162578,172.1408282,223.7112183,269.7753614
207,105,0.3875,637.5,262.5,0.0158196,64783.52941,2536.448114,2527.787564,2270.518645,1949.26541,1748.651908,69.05747816,145.8733143,218.2386483,281.4645899,336.4009702
208,105,0.3875,637.5,375,0.0174073,63785.88235,3054.705158,3025.830019,2687.726352,2279.079433,2038.574534,83.04187174,175.3213273,261.4993876,335.8794759,399.9255738
209,105,0.3875,637.5,487.5,0.0182201,64463.52941,3542.886074,3507.021484,3101.093176,2605.089793,2298.99998,95.98818483,203.0119433,302.7088367,388.176783,460.9133598
210,105,0.3875,637.5,600,0.0185604,64548.23529,4007.493398,3975.639396,3508.09832,2939.191425,2603.239966,108.0158331,229.2699442,342.1973261,438.7421852,520.878366
211,105,0.3875,975,150,0.00933337,61258.82353,2508.954157,2616.911873,2451.669862,2202.975893,2060.577734,66.14879121,143.9569657,220.4315063,290.2226378,353.6730179
212,105,0.3875,975,262.5,0.0115864,62388.23529,3046.94767,3138.185214,2894.746079,2558.001952,2369.324517,80.85195696,174.7673565,265.7963031,347.5190714,420.7570872
213,105,0.3875,975,375,0.0129821,62280,3543.274899,3630.356459,3328.946553,2906.674201,2631.168421,94.20747101,203.1177063,308.1439439,401.645875,484.0120617
214,105,0.3875,975,487.5,0.0138199,62764.70588,4012.239479,4101.554566,3743.695209,3249.95949,2931.645492,106.503542,229.7175114,348.1250715,452.9804603,544.8768582
215,105,0.3875,975,600,0.0142801,63047.64706,4461.691404,4562.023577,4147.862436,3586.468919,3245.103964,117.88358,254.9846142,386.4600615,502.3840365,603.8484822
216,105,0.3875,1312.5,150,0.00728594,62371.76471,3002.242194,3193.955532,3042.758016,2771.84402,2604.407915,77.78344252,171.8626785,265.9916659,353.2309946,433.3370858
217,105,0.3875,1312.5,262.5,0.00907678,61347.05882,3524.311397,3708.816234,3493.574126,3136.676749,2896.215775,91.9125184,201.7314148,310.444023,409.9293097,499.8089919
218,105,0.3875,1312.5,375,0.010241,61965.29412,4010.487955,4196.817058,3913.229422,3489.846935,3256.791485,104.6684759,229.3654953,351.778332,462.7613121,563.0724186
219,105,0.3875,1312.5,487.5,0.0110015,62268.82353,4463.198154,4656.657923,4334.997358,3833.77233,3488.538708,116.521465,255.0265518,390.769737,513.3307487,622.3559909
220,105,0.3875,1312.5,600,0.0114881,62464.11765,4892.834144,5099.627189,4742.02238,4182.702812,3784.351581,127.4890686,279.2403371,427.8227214,561.7445323,680.3945735
221,105,0.3875,1650,150,0.00598427,60250.58824,3471.907407,3752.669585,3607.07969,3321.471303,3182.178003,88.57758879,198.3700408,309.4742431,413.3946372,510.2256721
222,105,0.3875,1650,262.5,0.00743953,61237.64706,3978.498985,4261.852757,4063.377414,3698.107732,3481.078486,102.1327292,227.3363716,353.0256035,469.471073,576.3944717
223,105,0.3875,1650,375,0.00841714,61574.11765,4451.280925,4736.30024,4491.620996,4061.48795,3790.145863,114.4495003,254.0177702,393.3305292,521.6604919,638.6077158
224,105,0.3875,1650,487.5,0.00908868,61748.23529,4894.301809,5187.593741,4886.937285,4405.491252,4156.414455,125.7664783,278.9962311,431.0826189,570.4045723,697.7357863
225,105,0.3875,1650,600,0.0095532,61878.23529,5301.557875,5632.32125,5299.129555,4753.056046,4445.173977,135.8835433,302.1154594,467.1832677,617.9344147,754.748545
226,105,0.5,300,150,0.0201566,64905.88235,1296.418375,1249.913751,1097.684779,925.8573544,820.5573709,36.59855428,75.16550441,110.5361359,140.8306067,166.7528516
227,105,0.5,300,262.5,0.0239692,66548.23529,1871.815962,1763.883555,1506.550274,1234.524672,1082.515302,53.11576554,108.1931462,157.4547701,198.4392394,232.7264127
228,105,0.5,300,375,0.0255549,66468.23529,2412.519802,2261.764048,1911.907805,1538.479762,1317.008609,68.24275836,139.0741782,201.9575963,253.5529285,295.7859509
229,105,0.5,300,487.5,0.0259513,66534.11765,2923.199286,2750.554537,2318.908241,1849.051852,1561.776825,82.01156857,168.0413691,244.4548254,306.7937628,357.2237503
230,105,0.5,300,600,0.0257645,67087.05882,3418.088433,3232.865635,2719.645709,2174.949255,1895.296873,94.81850045,195.773455,285.5104673,358.6374323,418.6578633
231,105,0.5,637.5,150,0.012038,59785.88235,1739.790953,1782.793886,1650.259799,1471.5403,1375.986999,46.82343514,100.2627398,152.0356981,198.8164736,241.1597781
232,105,0.5,637.5,262.5,0.0153021,62381.17647,2307.139649,2312.855179,2097.50772,1828.218035,1672.10689,62.87903145,132.9405123,199.4397123,258.2515533,310.2645799
233,105,0.5,637.5,375,0.0171056,63437.64706,2835.883532,2816.801494,2522.121709,2164.443437,1956.365938,77.31931476,163.0643336,243.571427,313.7616514,374.9340411
234,105,0.5,637.5,487.5,0.0180685,64138.82353,3334.951103,3309.384773,2938.227464,2492.79598,2244.407129,90.46512016,191.3332818,285.5722967,366.8841878,437.1104819
235,105,0.5,637.5,600,0.0184908,64440,3806.82685,3777.814242,3348.950297,2831.31382,2535.983619,102.8546905,218.0127837,325.5250316,418.0620762,497.6269236
236,105,0.5,975,150,0.00844552,62515.29412,2144.108692,2267.788352,2156.295876,1978.098932,1901.665187,56.16170527,123.1386758,189.877285,251.8493837,309.5808528
237,105,0.5,975,262.5,0.011014,63327.05882,2705.46843,2807.733239,2625.186892,2351.380542,2179.86534,71.80537283,155.4573647,237.4212556,312.0559782,379.5269997
238,105,0.5,975,375,0.0126186,61727.64706,3224.912781,3313.20385,3060.527657,2705.874256,2488.233698,85.78563175,185.0085369,281.1681901,367.6204242,444.8907738
239,105,0.5,975,487.5,0.0136048,62441.76471,3704.824505,3797.635532,3491.184382,3053.499626,2752.609836,98.59321874,212.4633104,322.4587289,420.6220372,507.036656
240,105,0.5,975,600,0.0141848,62805.88235,4169.324235,4263.747548,3888.908321,3399.206735,3149.042971,110.4436425,238.5558759,361.57587,470.7417516,567.9236524
241,105,0.5,1312.5,150,0.00643861,61555.29412,2524.38921,2728.44739,2641.746295,2460.457395,2380.752158,64.86006014,144.6247217,225.6593108,302.1836214,374.3025912
242,105,0.5,1312.5,262.5,0.00849471,61529.41176,3077.15776,3270.456949,3115.305459,2847.579471,2703.155171,80.13346958,176.5136621,272.8763797,362.3062447,444.9641648
243,105,0.5,1312.5,375,0.00984241,62004.70588,3587.587922,3776.770376,3553.717124,3210.611622,3039.637326,93.61585429,205.4770473,316.0997198,417.4995523,510.4577292
244,105,0.5,1312.5,487.5,0.0107401,62263.52941,4061.674,4251.466719,3978.378408,3567.089494,3342.280404,106.218297,232.4784609,356.6774899,469.7991594,572.5676577
245,105,0.5,1312.5,600,0.011328,62597.64706,4502.921195,4712.771165,4404.331243,3920.982538,3606.106158,117.6847917,257.6451282,395.2681626,520.1559148,632.2118379
246,105,0.5,1650,150,0.00516655,60018.82353,2888.057512,3169.197373,3106.688622,2923.035124,2840.740747,73.21812217,165.2141968,259.9334784,350.4040666,436.3291769
247,105,0.5,1650,262.5,0.00686109,60731.76471,3430.426793,3717.93668,3586.826448,3319.427264,3198.070293,87.83706922,196.4619856,306.7270688,410.3086829,507.3531268
248,105,0.5,1650,375,0.00801783,61331.76471,3931.792893,4213.433939,4022.05889,3696.553274,3575.802624,101.1059902,224.8905398,349.1818656,464.8727675,573.0226116
249,105,0.5,1650,487.5,0.00882195,61403.52941,4397.441257,4691.659824,4448.082656,4056.275207,3905.802935,113.0836243,251.2515867,389.2052564,516.6542432,634.9951205
250,105,0.5,1650,600,0.00937968,61731.17647,4842.210387,5140.779991,4859.134574,4411.008204,4210.134955,124.4587937,276.1713546,427.103443,566.0546195,694.2364666
251,150,0.05,300,150,0.0376102,99734.34535,2178.905682,1866.087593,1440.285697,1114.146257,1100.315538,65.01420068,126.2373671,175.8496182,213.6511335,245.8214808
252,150,0.05,300,262.5,0.0373832,99516.12903,2739.304622,2359.972365,1829.811885,1412.239241,1370.670493,80.96202624,158.1575217,221.0520859,269.0721131,309.5464792
253,150,0.05,300,375,0.0367127,99089.18406,3278.69861,2853.390211,2224.922281,1702.363567,1594.782818,96.01199234,188.8875594,265.1838096,323.4419883,371.4754032
254,150,0.05,300,487.5,0.0358947,98633.77609,3803.335666,3360.940822,2634.233498,1982.007945,1763.05842,109.9093761,218.5327974,308.7227006,377.331625,431.9759375
255,150,0.05,300,600,0.0347158,98091.76471,4327.184092,3853.462604,3019.765885,2321.774812,2255.170262,123.2534539,247.4826935,350.8614578,430.0257031,496.4818119
256,150,0.05,637.5,150,0.0318699,97124.70588,3586.972827,3229.605778,2590.727464,2006.928501,1814.799508,102.655089,206.0282846,293.6163231,362.022726,417.9487331
257,150,0.05,637.5,262.5,0.0315871,96842.35294,4106.390283,3719.87666,2990.85347,2304.416856,2045.662962,116.6476842,235.3793324,336.4151881,415.2564064,478.9570267
258,150,0.05,637.5,375,0.0310788,96505.88235,4604.288445,4206.877485,3399.146962,2605.775784,2251.442858,129.7993215,263.523458,378.108775,467.6158691,538.8457045
259,150,0.05,637.5,487.5,0.0302661,97063.52941,5098.050588,4694.761675,3793.457743,2940.676065,2682.953919,142.0742928,290.8946859,418.7798432,518.9873731,601.1710026
260,150,0.05,637.5,600,0.029456,96440,5561.176821,5162.818674,4204.766699,3302.855098,3072.918074,153.9019262,316.930886,458.0741083,569.7782916,662.9651599
261,150,0.05,975,150,0.0277464,96007.05882,4877.942335,4549.907664,3743.001257,2950.116428,2664.146493,135.340044,278.57109,403.5457865,503.2913812,585.6219211
262,150,0.05,975,262.5,0.0273965,95670.58824,5358.475799,5032.496959,4153.982462,3257.359115,2877.053723,147.7496479,305.663612,444.1741089,554.7214711,644.7788353
263,150,0.05,975,375,0.0269131,95298.82353,5817.602396,5509.290303,4570.528311,3563.076507,3048.694979,159.3981735,331.5798888,483.6510927,605.1246894,702.3663859
264,150,0.05,975,487.5,0.0262886,95543.52941,6261.913936,5963.060521,4984.452071,3894.960914,3263.459378,170.6471367,356.4322315,521.6332176,654.3905287,759.9107687
265,150,0.05,975,600,0.0255828,95461.17647,6700.973994,6418.815169,5359.965738,4256.557732,3840.723187,181.1652085,380.8189375,558.5272127,701.9712962,820.7964113
266,150,0.05,1312.5,150,0.0244278,95305.88235,6059.767455,5815.259725,4893.285132,3892.610874,3412.004146,164.5773139,345.1448478,506.7182288,637.954959,745.4755565
267,150,0.05,1312.5,262.5,0.0240485,94882.35294,6497.878981,6275.751106,5307.280606,4246.7516,3748.448209,175.4952558,369.7834188,544.5768959,687.2996702,805.0042482
268,150,0.05,1312.5,375,0.0235877,94435.29412,6918.488681,6721.216662,5727.918366,4591.034452,3963.005579,186.1348206,393.5360172,581.4475575,735.775263,861.998175
269,150,0.05,1312.5,487.5,0.0230788,94047.05882,7336.869433,7164.058197,6128.01428,4929.962322,4271.126967,196.2572684,416.8057953,617.4684334,782.8665716,918.6583386
270,150,0.05,1312.5,600,0.0225613,93656.47059,7718.200606,7600.372135,6554.509231,5264.460439,4414.074298,205.8099438,438.7634317,652.5519276,829.5921267,972.8161805
271,150,0.05,1650,150,0.0217769,92414.70588,7136.554601,7008.364344,6049.623147,4877.611895,4109.611467,190.7543247,405.7760873,602.9506759,766.6207756,899.6474979
272,150,0.05,1650,262.5,0.0214297,92346.47059,7537.207223,7448.482514,6465.769472,5217.069741,4330.384965,200.8106131,428.615932,638.7796806,813.9022335,955.4240147
273,150,0.05,1650,375,0.020982,93296.47059,7921.834345,7869.90806,6877.768372,5550.089358,4491.545096,210.5571268,450.539639,673.3494764,859.850348,1009.046185
